상품명,스팩목록,가격
쿠쿠전자 파워클론 CVC-AE1420NW,"핸디스틱청소기/무선/흡입전용/흡입력: 20,000Pa/스테이션: 먼지비움, 충전, UVC LED, 스탠드거치, 액서서리&배터리거치/먼지봉투: 2.8L/LED라이트/싸이클론흡입/먼지감지센서/BLDC모터/워셔블헤파필터/[배터리] 사용시간: 35분(최대)/분리형(1개)/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트/무게: 0.78kg/크기(가로x세로x깊이): 246x1146x348mm",464790
삼성전자 비스포크 제트 AI VS90FCA95CSK,"핸디스틱청소기/무선/흡입전용/스테이션: 먼지비움, 충전, 스탠드거치, 액서서리&배터리거치/AI청소/LED라이트/먼지감지센서/워셔블먼지필터/[배터리] 사용시간: 1시간(최대)/분리형(2개)/리튬이온/[흡입구] 일반/전방향회전/추가브러쉬: 침구브러쉬, 솔브러쉬, 틈새브러쉬, 미니브러쉬/[색상/크기] 색상: 웜블랙/무게: 1.6kg/크기(가로x세로x깊이): 228x1041x161mm",858990
삼성전자 비스포크 제트 AI Lite VS28D952HCB,"핸디스틱청소기/무선/흡입전용/스테이션: 먼지비움, 충전, 스탠드거치, 액서서리&배터리거치/AI청소/LED라이트/먼지감지센서/워셔블먼지필터/[배터리] 사용시간: 1시간(최대)/분리형(2개)/리튬이온/[흡입구] 일반/전방향회전/추가브러쉬: 침구브러쉬, 솔브러쉬, 틈새브러쉬, 미니브러쉬/[색상/크기] 색상: 웜블랙/무게: 1.6kg/크기(가로x세로x깊이): 228x1041x161mm",496130
삼성전자 비스포크 제트 AI VS30D973ISS,"핸디스틱청소기/무선/흡입전용/스테이션: 충전, 스탠드거치/싸이클론흡입/먼지필터/[배터리] 사용시간: 12분(최대)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 연장관/[색상/크기] 색상: 화이트/무게: 1.38kg/피벗노즐/크기(가로x세로x깊이): 270x170x140mm",159000
다이슨 V11 컴플리트,"핸디스틱청소기/무선/흡입전용/스테이션: 충전, 스탠드거치/싸이클론흡입/먼지필터/[배터리] 사용시간: 12분(최대)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 연장관/[색상/크기] 색상: 화이트/무게: 1.38kg/피벗노즐/크기(가로x세로x깊이): 270x170x140mm",187780
미닉스 더 슬림 MNVC-100G,"핸디스틱청소기/무선/흡입전용/스테이션: 충전, 스탠드거치/워셔블먼지필터/[배터리] 사용시간: 8~12분(최대)/[흡입구] 일반/추가브러쉬: 틈새브러쉬/[색상/크기] 색상: 블랙/크기(가로x세로x깊이): 200x420x138mm",119000
신일전자 SVC-2699,"핸디스틱청소기/무선/흡입전용/스테이션: 충전, 스탠드거치/워셔블먼지필터/[배터리] 사용시간: 8~12분(최대)/[흡입구] 일반/추가브러쉬: 틈새브러쉬/[색상/크기] 색상: 블랙/크기(가로x세로x깊이): 200x420x138mm",272290
에이스전자 AVC-602RCK,"핸디스틱청소기/무선/흡입전용/흡입력: 28,000Pa/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/LED라이트/BLDC모터/헤파필터/[배터리] 사용시간: 30분(최대)/분리형(1개)/리튬이온/[흡입구] 전방향회전/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 무게: 1.6kg",75000
도어스코리아 홈리아 더스트제로 HA-330W,"핸디스틱청소기/무선/흡입전용/흡입력: 28,000Pa/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/LED라이트/BLDC모터/헤파필터/[배터리] 사용시간: 30분(최대)/분리형(1개)/리튬이온/[흡입구] 전방향회전/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 무게: 1.6kg",849000
디베아 THE AUTO,"핸디스틱청소기/무선/흡입전용/흡입력: 130W/LED라이트/싸이클론흡입/DC모터/헤파필터/[배터리] 사용시간: 35분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 블랙+다크그린/크기(가로x세로x깊이): 260x1100x230mm",98090
다이슨 V15 디텍트 컴플리트,"핸디스틱청소기/무선/흡입전용/흡입력: 130W/LED라이트/싸이클론흡입/DC모터/헤파필터/[배터리] 사용시간: 35분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 블랙+다크그린/크기(가로x세로x깊이): 260x1100x230mm",1160840
삼성전자 비스포크 제트 AI VS28C973DRK,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 25,000Pa/스테이션: 벽걸이거치/LED라이트/UV살균/BLDC모터/헤파필터/[배터리] 사용시간: 50분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/물걸레: 별매/[색상/크기] 색상: 화이트/무게: 2.5kg/크기(가로x세로x깊이): 230x1150x210mm",62900
먼작귀 미니미 청소기,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 25,000Pa/스테이션: 벽걸이거치/LED라이트/UV살균/BLDC모터/헤파필터/[배터리] 사용시간: 50분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/물걸레: 별매/[색상/크기] 색상: 화이트/무게: 2.5kg/크기(가로x세로x깊이): 230x1150x210mm",587020
보만 VC7212,"핸디스틱청소기/무선/흡입+물걸레(건습식)/흡입력: 250W/스테이션: 먼지비움, 충전, UVC LED, 액서서리수납, 스탠드거치/먼지봉투: 3L/LED라이트/먼지감지센서/BLDC모터/헤파필터/[배터리] 사용시간: 45분(최대)/[흡입구] 와이드/전방향회전/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/물걸레: 포함/[색상/크기] 색상: 노블화이트/무게: 3kg/크기(가로x세로x깊이): 280x937x261mm",296110
디베아 ALLNEW22000+,"핸디스틱청소기/무선/흡입+물걸레(건습식)/흡입력: 250W/스테이션: 먼지비움, 충전, UVC LED, 액서서리수납, 스탠드거치/먼지봉투: 3L/LED라이트/먼지감지센서/BLDC모터/헤파필터/[배터리] 사용시간: 45분(최대)/[흡입구] 와이드/전방향회전/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/물걸레: 포함/[색상/크기] 색상: 노블화이트/무게: 3kg/크기(가로x세로x깊이): 280x937x261mm",209000
다이슨 옴니 글라이드,"핸디스틱청소기/무선/흡입전용/흡입력: 151W/스테이션: 충전, 벽걸이거치/싸이클론흡입/먼지필터/[배터리] 사용시간: 1시간(최대)/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 미니브러쉬/[색상/크기] 색상: 레드/무게: 2.5kg/크기(가로x세로x깊이): 256x1241x250mm",168500
신일전자 SVC-HW03KP,"핸디스틱청소기/무선/흡입전용/흡입력: 151W/스테이션: 충전, 벽걸이거치/싸이클론흡입/먼지필터/[배터리] 사용시간: 1시간(최대)/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 미니브러쉬/[색상/크기] 색상: 레드/무게: 2.5kg/크기(가로x세로x깊이): 256x1241x250mm",169540
마끼다 DCL180Z,"스틱청소기/무선/흡입+물걸레(건습식)/흡입력: 20,000Pa/스테이션: 스탠드거치/오토스탑앤고/[배터리] 사용시간: 1시간(최대)/롤러/액체흡입/브러쉬자동세척/브러쉬자동건조/오토드라이빙/자동세제투입/오염감지센서/베젤리스브러쉬/색상: 스페이스그레이/무게: 4.2kg/물걸레 압력: 20N/음성안내/크기(가로x세로x깊이): 255x1172x273mm",129000
마이디어 MX06KRWH,"스틱청소기/무선/흡입+물걸레(건습식)/흡입력: 20,000Pa/스테이션: 스탠드거치/오토스탑앤고/[배터리] 사용시간: 1시간(최대)/롤러/액체흡입/브러쉬자동세척/브러쉬자동건조/오토드라이빙/자동세제투입/오염감지센서/베젤리스브러쉬/색상: 스페이스그레이/무게: 4.2kg/물걸레 압력: 20N/음성안내/크기(가로x세로x깊이): 255x1172x273mm",905000
샤오미 G20 Max D206,"핸디청소기/무선/흡입전용/스테이션: 충전, 스탠드거치/[배터리] 내장형/리튬이온/[색상/크기] 무게: 1.14kg",1086480
일렉트로룩스 얼티밋홈 600 EFP61713,"핸디청소기/무선/흡입전용/스테이션: 충전, 스탠드거치/[배터리] 내장형/리튬이온/[색상/크기] 무게: 1.14kg",578190
먼작귀 스마트 고급 청소기,"핸디스틱청소기/무선/흡입전용/흡입력: 20,000Pa/스테이션: 먼지비움, 충전, 스탠드거치, 액서서리&배터리거치/먼지봉투: 2L/BLDC모터/[배터리] 사용시간: 35분(최대)/내장형/리튬이온/[흡입구] 전방향회전/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트/무게: 1.8kg/크기(가로x세로x깊이): 235x1080x135mm",471100
삼성전자 비스포크 제트 AI VS90FCA95CNG,"핸디스틱청소기/무선/흡입전용/흡입력: 20,000Pa/스테이션: 먼지비움, 충전, 스탠드거치, 액서서리&배터리거치/먼지봉투: 2L/BLDC모터/[배터리] 사용시간: 35분(최대)/내장형/리튬이온/[흡입구] 전방향회전/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트/무게: 1.8kg/크기(가로x세로x깊이): 235x1080x135mm",123500
다이슨 V12s 디텍트 슬림 서브마린 (옐로/니켈),"핸디청소기/무선/흡입전용/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/BLDC모터/먼지필터/[배터리] 사용시간: 12분(최대)/분리형(1개)/리튬이온/[흡입구] 추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬, 패브릭브러쉬, 연장관/[색상/크기] 색상: 블랙/무게: 0.6kg/크기(가로x세로x깊이): 61x419x53mm",48750
드리미 H15,"핸디청소기/무선/흡입전용/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/BLDC모터/먼지필터/[배터리] 사용시간: 12분(최대)/분리형(1개)/리튬이온/[흡입구] 추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬, 패브릭브러쉬, 연장관/[색상/크기] 색상: 블랙/무게: 0.6kg/크기(가로x세로x깊이): 61x419x53mm",354080
컴팩트 데스크 청소기 K6,"핸디스틱청소기/무선/흡입전용/흡입력: 315W/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/AI청소/먼지감지센서/헤파필터/[배터리] 사용시간: 1시간10분(최대)/분리형(1개)/[흡입구] 레이저/추가브러쉬: 솔브러쉬, 틈새브러쉬, 틈새(내장형)브러쉬, 패브릭브러쉬/[색상/크기] 색상: 블랙/코퍼/무게: 3.5kg/크기(가로x세로x깊이): 259x1298x250mm",29800
한경희생활과학 VS-700BL (23년형),"핸디스틱청소기/무선/흡입전용/흡입력: 315W/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/AI청소/먼지감지센서/헤파필터/[배터리] 사용시간: 1시간10분(최대)/분리형(1개)/[흡입구] 레이저/추가브러쉬: 솔브러쉬, 틈새브러쉬, 틈새(내장형)브러쉬, 패브릭브러쉬/[색상/크기] 색상: 블랙/코퍼/무게: 3.5kg/크기(가로x세로x깊이): 259x1298x250mm",14860
라이트컴 COMS YC913,"핸디스틱청소기/무선/흡입전용/흡입력: 280W/스테이션: 먼지비움, 충전, UVC LED, 스탠드거치, 액서서리&배터리거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/싸이클론흡입/먼지감지센서/워셔블먼지필터/[배터리] 사용시간: 30분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 미스티화이트/무게: 2.3kg/크기(가로x세로x깊이): 300x1055x300mm",266110
대웅모닝컴 DWVC-DC9180KP,"핸디스틱청소기/무선/흡입전용/흡입력: 280W/스테이션: 먼지비움, 충전, UVC LED, 스탠드거치, 액서서리&배터리거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/싸이클론흡입/먼지감지센서/워셔블먼지필터/[배터리] 사용시간: 30분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 미스티화이트/무게: 2.3kg/크기(가로x세로x깊이): 300x1055x300mm",880230
삼성전자 비스포크 제트 AI Lite VS28D950HCA,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 210W/스테이션: 먼지비움, 충전, 스탠드거치/먼지비움시간: 20초/먼지봉투: 1.2L/싸이클론흡입/물분사/자동물공급/디지털인버터모터/워셔블헤파필터/[배터리] 사용시간: 1시간(최대)/분리형(2개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬, 연장관/물걸레: 포함/[색상/크기] 색상: 우디그린/무게: 2.5kg/크기(가로x세로x깊이): 250x930x202mm",86110
샤크닌자 샤크 에보 파워 시스템 CS301KR,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 210W/스테이션: 먼지비움, 충전, 스탠드거치/먼지비움시간: 20초/먼지봉투: 1.2L/싸이클론흡입/물분사/자동물공급/디지털인버터모터/워셔블헤파필터/[배터리] 사용시간: 1시간(최대)/분리형(2개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬, 연장관/물걸레: 포함/[색상/크기] 색상: 우디그린/무게: 2.5kg/크기(가로x세로x깊이): 250x930x202mm",55890
블랙앤데커 코끼리코 플렉시 20V PD1810BEX21,"핸디스틱청소기/무선/흡입+물걸레(건습식)/흡입력: 100W/스테이션: 충전, 벽걸이거치/싸이클론흡입/헤파필터/[배터리] 사용시간: 40분(최대)/분리형(1개)/[흡입구] 일반/롤러/액체흡입/추가브러쉬: 펫브러쉬, 솔형브러쉬, 틈새브러쉬/물걸레: 포함/[색상/크기] 무게: 1.9kg/크기(가로x세로x깊이): 250x1100x233mm",67300
AGK NORDIC 퀵 클린 AGK-VC2000B,"핸디스틱청소기/무선/흡입+물걸레(건습식)/흡입력: 100W/스테이션: 충전, 벽걸이거치/싸이클론흡입/헤파필터/[배터리] 사용시간: 40분(최대)/분리형(1개)/[흡입구] 일반/롤러/액체흡입/추가브러쉬: 펫브러쉬, 솔형브러쉬, 틈새브러쉬/물걸레: 포함/[색상/크기] 무게: 1.9kg/크기(가로x세로x깊이): 250x1100x233mm",210800
쿠쿠전자 파워클론 CVC-B1020UG,"핸디스틱청소기/무선/흡입전용/스테이션: 벽걸이거치, 액서서리&배터리거치/LED라이트/BLDC모터/워셔블먼지필터/[배터리] 사용시간: 30분(최대)/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트, 그린, 로즈골드/무게: 1.3kg/크기(가로x세로x깊이): 225x1163x170mm",289300
헤몬 싸이클론X 무선청소기,"핸디스틱청소기/무선/흡입전용/스테이션: 벽걸이거치, 액서서리&배터리거치/LED라이트/BLDC모터/워셔블먼지필터/[배터리] 사용시간: 30분(최대)/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트, 그린, 로즈골드/무게: 1.3kg/크기(가로x세로x깊이): 225x1163x170mm",386300
한빛시스템 HV-5088,"핸디스틱청소기/무선/흡입전용/스테이션: 벽걸이거치/LED라이트/싸이클론흡입/DC모터/워셔블헤파필터/[배터리] 사용시간: 35분(최대)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 블랙+블루/크기(가로x세로x깊이): 260x1170x230mm",26880
드리미 MOVA S3,"핸디스틱청소기/무선/흡입전용/스테이션: 벽걸이거치/LED라이트/싸이클론흡입/DC모터/워셔블헤파필터/[배터리] 사용시간: 35분(최대)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 블랙+블루/크기(가로x세로x깊이): 260x1170x230mm",17440
드리미 MOVA K10 Pro,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 310W/스테이션: 먼지비움, 싸이클론비움, 충전, UVC LED, 스탠드거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/싸이클론흡입/물분사/디지털인버터모터/워셔블헤파필터/[배터리] 사용시간: 1시간40분(대용량배터리기준)(최대)/분리형(2개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬, 각도조절툴/물걸레: 포함/고온/[색상/크기] 색상: 새틴그레이지/크기(가로x세로x깊이): 350x1091x300mm/출시가: 1,749,000원",109000
스위스밀리터리 브라운스톰 SMA-BL5000V,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 310W/스테이션: 먼지비움, 싸이클론비움, 충전, UVC LED, 스탠드거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/싸이클론흡입/물분사/디지털인버터모터/워셔블헤파필터/[배터리] 사용시간: 1시간40분(대용량배터리기준)(최대)/분리형(2개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬, 각도조절툴/물걸레: 포함/고온/[색상/크기] 색상: 새틴그레이지/크기(가로x세로x깊이): 350x1091x300mm/출시가: 1,749,000원",245600
테팔 엑스퍼트 7.60 화이트포스 TY6A17KO,"핸디스틱청소기/무선/흡입전용/흡입력: 80W/스테이션: 먼지비움, 충전, 스탠드거치, 액서서리&배터리거치/LED라이트/BLDC모터/헤파필터/[배터리] 사용시간: 35분(최대)/[흡입구] 전방향회전/추가브러쉬: 솔브러쉬, 틈새브러쉬/[색상/크기] 색상: 어스그레이지/무게: 1.6kg/크기(가로x세로x깊이): 139x1058x227mm",57450
모온 뉴 오비큠 (2022년형),"핸디스틱청소기/무선/흡입전용/흡입력: 80W/스테이션: 먼지비움, 충전, 스탠드거치, 액서서리&배터리거치/LED라이트/BLDC모터/헤파필터/[배터리] 사용시간: 35분(최대)/[흡입구] 전방향회전/추가브러쉬: 솔브러쉬, 틈새브러쉬/[색상/크기] 색상: 어스그레이지/무게: 1.6kg/크기(가로x세로x깊이): 139x1058x227mm",148000
아이닉 i30 아이타워,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 22,000Pa/스테이션: 먼지비움, 충전, 스탠드거치/LED라이트/BLDC모터/워셔블헤파필터/[배터리] 사용시간: 30분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔브러쉬, 틈새브러쉬/물걸레: 별매/[색상/크기] 색상: 화이트/무게: 1.9kg",756990
JONR VC12 PRO,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 22,000Pa/스테이션: 먼지비움, 충전, 스탠드거치/LED라이트/BLDC모터/워셔블헤파필터/[배터리] 사용시간: 30분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔브러쉬, 틈새브러쉬/물걸레: 별매/[색상/크기] 색상: 화이트/무게: 1.9kg",755950
로보락 H5,"핸디스틱청소기/무선/흡입전용/흡입력: 19,000Pa/LED라이트/BLDC모터/헤파필터/[배터리] 사용시간: 20분(최대)/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 패브릭브러쉬, 연장관/[색상/크기] 색상: 화이트/무게: 0.5kg",149720
라이트컴 COMS 휴대용 미니 NE875,"핸디스틱청소기/무선/흡입전용/흡입력: 19,000Pa/LED라이트/BLDC모터/헤파필터/[배터리] 사용시간: 20분(최대)/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 패브릭브러쉬, 연장관/[색상/크기] 색상: 화이트/무게: 0.5kg",161800
아이비스 고양이 데스크 청소기,"핸디스틱청소기/무선/흡입전용/흡입력: 65W(6,500Pa)/DC모터/워셔블먼지필터/[배터리] 내장형/리튬이온/[흡입구] 일반/추가브러쉬: 솔브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트, 블랙/무게: 0.4kg/크기(가로x세로x깊이): 240x1050x130mm",216380
신일전자 SVC-3996,"핸디스틱청소기/무선/흡입전용/흡입력: 65W(6,500Pa)/DC모터/워셔블먼지필터/[배터리] 내장형/리튬이온/[흡입구] 일반/추가브러쉬: 솔브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트, 블랙/무게: 0.4kg/크기(가로x세로x깊이): 240x1050x130mm",180390
몰랑이 미니 데스크 청소기,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 20,000Pa/스테이션: 스탠드거치/LED라이트/싸이클론흡입/BLDC모터/워셔블먼지필터/[배터리] 사용시간: 40분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 패브릭브러쉬, 연장관/물걸레: 별매/[색상/크기] 색상: 화이트/무게: 2.3kg/크기(가로x세로): 245x1065mm",1418119
신일전자 롤링스턴 SVC-DC2200SK,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 20,000Pa/스테이션: 스탠드거치/LED라이트/싸이클론흡입/BLDC모터/워셔블먼지필터/[배터리] 사용시간: 40분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 패브릭브러쉬, 연장관/물걸레: 별매/[색상/크기] 색상: 화이트/무게: 2.3kg/크기(가로x세로): 245x1065mm",1160840
일렉트로룩스 ZB3301,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 220W/스테이션: 먼지비움, 충전, UVC LED, 스탠드거치/먼지비움시간: 14초/먼지봉투: 1.2L/LED라이트/싸이클론흡입/디지털인버터모터/워셔블헤파필터/[배터리] 사용시간: 1시간(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 각도조절툴/물걸레: 별매/[색상/크기] 색상: 산토리니베이지/크기(가로x세로x깊이): 250x930x202mm",1317950
도어스코리아 홈리아 룸스틱 프로 HA-14BL,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 220W/스테이션: 먼지비움, 충전, UVC LED, 스탠드거치/먼지비움시간: 14초/먼지봉투: 1.2L/LED라이트/싸이클론흡입/디지털인버터모터/워셔블헤파필터/[배터리] 사용시간: 1시간(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 각도조절툴/물걸레: 별매/[색상/크기] 색상: 산토리니베이지/크기(가로x세로x깊이): 250x930x202mm",1131730
LG전자 오브제컬렉션 코드제로 A9S AO9571GKT,"핸디스틱청소기/무선/흡입+물걸레(교체)/스테이션: 먼지비움, 충전, 스탠드거치, 액서서리&배터리거치/먼지봉투: 3L/LED라이트/싸이클론흡입/BLDC모터/[배터리] 사용시간: 35분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/레이저/롤러/추가브러쉬: 솔브러쉬, 틈새브러쉬/물걸레: 별매/[색상/크기] 색상: 화이트/무게: 0.9kg",369000
JONR ED20 PRO,"핸디스틱청소기/무선/흡입+물걸레(교체)/스테이션: 먼지비움, 충전, 스탠드거치, 액서서리&배터리거치/먼지봉투: 3L/LED라이트/싸이클론흡입/BLDC모터/[배터리] 사용시간: 35분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/레이저/롤러/추가브러쉬: 솔브러쉬, 틈새브러쉬/물걸레: 별매/[색상/크기] 색상: 화이트/무게: 0.9kg",99900
삼성전자 파워스틱 VS03R6523J2,"스틱청소기/무선/흡입+물걸레(동시)/흡입력: 20,000Pa/스테이션: 스탠드거치/[배터리] 사용시간: 35분(최대)/[흡입구] 롤러/브러쉬자동세척/브러쉬자동건조/베젤리스브러쉬/[색상/크기] 색상: 화이트/크기(가로x세로x깊이): 262x1100x221mm",10000
신일전자 SVC-K720TW,"스틱청소기/무선/흡입+물걸레(동시)/흡입력: 20,000Pa/스테이션: 스탠드거치/[배터리] 사용시간: 35분(최대)/[흡입구] 롤러/브러쉬자동세척/브러쉬자동건조/베젤리스브러쉬/[색상/크기] 색상: 화이트/크기(가로x세로x깊이): 262x1100x221mm",316000
삼성전자 비스포크 제트 VS20A956A3N,"욕실청소기/무선/전동회전/사용시간: 1시간40분(최대)/[색상/크기] 색상: 화이트/무게: 1.1kg/방수등급: IPX6/브러쉬: 틈새, 평면(S,M), 원형, 수세미, 스펀지/연장봉길이조절: 최대 107cm",107820
일렉트로룩스 얼티밋홈 900 EFP91825,"욕실청소기/무선/전동회전/사용시간: 1시간40분(최대)/[색상/크기] 색상: 화이트/무게: 1.1kg/방수등급: IPX6/브러쉬: 틈새, 평면(S,M), 원형, 수세미, 스펀지/연장봉길이조절: 최대 107cm",65000
드리미 Z30Station,"핸디스틱청소기/무선/흡입+물걸레(동시)/흡입력: 280W/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/먼지비움시간: 30초/먼지봉투: 2.5L/LED라이트/싸이클론흡입/오토스탑앤고/자동물공급/스마트인버터모터/워셔블헤파필터/[배터리] 사용시간: 30분(최대)/분리형(2개)/리튬이온/[흡입구] 와이드/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 포함/스팀/고온/[색상/크기] 색상: 에센스화이트/무게: 2.49kg/크기(가로x세로x깊이): 300x1100x245mm/출시가: 1,515,000원",1155000
일렉트로룩스 얼티밋홈 700 라이트 EFP71523,"핸디스틱청소기/무선/흡입+물걸레(동시)/흡입력: 280W/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/먼지비움시간: 30초/먼지봉투: 2.5L/LED라이트/싸이클론흡입/오토스탑앤고/자동물공급/스마트인버터모터/워셔블헤파필터/[배터리] 사용시간: 30분(최대)/분리형(2개)/리튬이온/[흡입구] 와이드/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 포함/스팀/고온/[색상/크기] 색상: 에센스화이트/무게: 2.49kg/크기(가로x세로x깊이): 300x1100x245mm/출시가: 1,515,000원",915000
보만 VC7210,"창문청소기/무선/물흡입/흡입력: 11,000Pa/사용시간: 30분(최대)/[색상/크기] 무게: 0.95kg",1274000
쿠쿠전자 파워클론 슬림 CVC-G08FF30NW,"창문청소기/무선/물흡입/흡입력: 11,000Pa/사용시간: 30분(최대)/[색상/크기] 무게: 0.95kg",1078820
삼성전자 비스포크 제트 AI VS25C972DRS,핸디청소기/무선/흡입전용/스테이션: 스탠드거치/[배터리] 리튬이온/[색상/크기] 색상: 블랙/무게: 1.38kg/크기(가로x세로x깊이): 140x270x170mm,7480
