상품명,스팩목록,가격
일렉트로룩스 얼티밋홈 700 라이트 EFP71522,핸디청소기/무선/흡입전용/스테이션: 스탠드거치/[배터리] 리튬이온/[색상/크기] 색상: 블랙/무게: 1.38kg/크기(가로x세로x깊이): 140x270x170mm,52900
쿠쿠전자 파워클론 미니 CVC-EH10NWM,"핸디스틱청소기/무선/흡입전용/흡입력: 150W/스테이션: 벽걸이거치/LED라이트/헤파필터/[배터리] 사용시간: 20분(최대)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 연장관/[색상/크기] 무게: 1.3kg/크기(가로x세로x깊이): 230x1120x300mm",199000
필박스 위시캣 미니미 청소기,"핸디스틱청소기/무선/흡입전용/흡입력: 150W/스테이션: 벽걸이거치/LED라이트/헤파필터/[배터리] 사용시간: 20분(최대)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 연장관/[색상/크기] 무게: 1.3kg/크기(가로x세로x깊이): 230x1120x300mm",259000
청연엠엔에스 나비 NV92-ECL77,"핸디스틱청소기/무선/흡입전용/흡입력: 18,000Pa/LED라이트/BLDC모터/워셔블헤파필터/[배터리] 사용시간: 30분(최대)/내장형/리튬이온/[흡입구] 전방향회전/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트/무게: 2.4kg/크기(가로x세로x깊이): 247x1210x165mm",528990
신일전자 SVC-WN2200MR,"핸디스틱청소기/무선/흡입전용/흡입력: 18,000Pa/LED라이트/BLDC모터/워셔블헤파필터/[배터리] 사용시간: 30분(최대)/내장형/리튬이온/[흡입구] 전방향회전/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트/무게: 2.4kg/크기(가로x세로x깊이): 247x1210x165mm",32500
쿠쿠전자 파워클론 딥 클린 CVC-DEM2540UG,"핸디스틱청소기/무선/흡입+물걸레(동시)/흡입력: 280W/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/먼지비움시간: 30초/먼지봉투: 2.5L/LED라이트/싸이클론흡입/오토스탑앤고/자동물공급/스마트인버터모터/워셔블헤파필터/[배터리] 사용시간: 30분(최대)/분리형(1개)/리튬이온/[흡입구] 와이드/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 포함/[색상/크기] 색상: 에센스화이트/무게: 2.49kg/크기(가로x세로x깊이): 300x1100x245mm/출시가: 1,315,000원",69670
휴렉스S 스톰버스트,"핸디스틱청소기/무선/흡입+물걸레(동시)/흡입력: 280W/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/먼지비움시간: 30초/먼지봉투: 2.5L/LED라이트/싸이클론흡입/오토스탑앤고/자동물공급/스마트인버터모터/워셔블헤파필터/[배터리] 사용시간: 30분(최대)/분리형(1개)/리튬이온/[흡입구] 와이드/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 포함/[색상/크기] 색상: 에센스화이트/무게: 2.49kg/크기(가로x세로x깊이): 300x1100x245mm/출시가: 1,315,000원",179800
도어스코리아 홈리아 더스트제로 에어 90D,"스틱청소기/무선/흡입+물걸레(건습식)/흡입력: 18,000Pa/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/사용시간: 50분(최대)/브러쉬자동세척/브러쉬자동건조/오염감지센서/베젤리스브러쉬/색상: 블랙/무게: 5.1kg",279000
다이슨 마이크로 1.5kg,"스틱청소기/무선/흡입+물걸레(건습식)/흡입력: 18,000Pa/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/사용시간: 50분(최대)/브러쉬자동세척/브러쉬자동건조/오염감지센서/베젤리스브러쉬/색상: 블랙/무게: 5.1kg",260480
LG전자 오브제컬렉션 코드제로 A9 AI AI948BA + 로봇청소기 M9 MO972WA,"핸디스틱청소기/무선/흡입전용/흡입력: 130W/스테이션: 충전, 벽걸이거치, 액서서리&배터리거치/싸이클론흡입/하이퍼미디움/헤파필터/[배터리] 사용시간: 1시간(최대)/분리형(1개)/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 니켈/퍼플/무게: 2.2kg/크기(가로x세로x깊이): 250x1264x252mm",8160
아토케어 도크 스톰 EP-CVC-DV8211,"핸디스틱청소기/무선/흡입전용/흡입력: 130W/스테이션: 충전, 벽걸이거치, 액서서리&배터리거치/싸이클론흡입/하이퍼미디움/헤파필터/[배터리] 사용시간: 1시간(최대)/분리형(1개)/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 니켈/퍼플/무게: 2.2kg/크기(가로x세로x깊이): 250x1264x252mm",1554561
다이슨 디지털 슬림 플러피 플러스,"핸디스틱청소기/무선/흡입전용/흡입력: 23,000Pa/스테이션: 벽걸이거치/싸이클론흡입/먼지감지센서/BLDC모터/워셔블헤파필터/[배터리] 사용시간: 40분(최대)/분리형(1개)/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트, 블루/크기(가로x세로x깊이): 255x1120x108mm",745890
신일전자 SVC-JS330WK,"핸디스틱청소기/무선/흡입전용/흡입력: 23,000Pa/스테이션: 벽걸이거치/싸이클론흡입/먼지감지센서/BLDC모터/워셔블헤파필터/[배터리] 사용시간: 40분(최대)/분리형(1개)/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트, 블루/크기(가로x세로x깊이): 255x1120x108mm",699000
삼성전자 비스포크 제트 AI Lite VS28D0A95HCA,"핸디스틱청소기/무선/흡입전용/흡입력: 140W/DC모터/워셔블먼지필터/[배터리] 사용시간: 45분(최대)/분리형(1개)/리튬이온/[흡입구] 전방향회전/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 무게: 2kg",5820
비브르 스톰파워 V38,"핸디스틱청소기/무선/흡입전용/흡입력: 140W/DC모터/워셔블먼지필터/[배터리] 사용시간: 45분(최대)/분리형(1개)/리튬이온/[흡입구] 전방향회전/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 무게: 2kg",77220
삼성전자 비스포크 제트 AI VS90FCA95CSG,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 220W/스테이션: 먼지비움, 충전, UVC LED, 스탠드거치/먼지비움시간: 14초/먼지봉투: 1.2L/LED라이트/싸이클론흡입/디지털인버터모터/워셔블헤파필터/[배터리] 사용시간: 1시간(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 각도조절툴/물걸레: 별매/[색상/크기] 색상: 페블그레이/크기(가로x세로x깊이): 250x930x202mm",30600
H28,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 220W/스테이션: 먼지비움, 충전, UVC LED, 스탠드거치/먼지비움시간: 14초/먼지봉투: 1.2L/LED라이트/싸이클론흡입/디지털인버터모터/워셔블헤파필터/[배터리] 사용시간: 1시간(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 각도조절툴/물걸레: 별매/[색상/크기] 색상: 페블그레이/크기(가로x세로x깊이): 250x930x202mm",81860
AIDUSON Aiduson WW-800,"핸디스틱청소기/무선/흡입전용/흡입력: 24,000Pa/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/먼지봉투: 3L/LED라이트/먼지감지센서/BLDC모터/워셔블헤파필터/[배터리] 사용시간: 25분(최대)/분리형(1개)/[흡입구] 전방향회전/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 그레이",1026690
하츠 CEB-131F,"핸디스틱청소기/무선/흡입전용/흡입력: 24,000Pa/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/먼지봉투: 3L/LED라이트/먼지감지센서/BLDC모터/워셔블헤파필터/[배터리] 사용시간: 25분(최대)/분리형(1개)/[흡입구] 전방향회전/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 그레이",359150
로보락 다이애드 프로,스틱청소기/무선/흡입+물걸레(교체)/흡입력: 150W/싸이클론흡입/디지털인버터모터/먼지필터/[배터리] 사용시간: 50분(최대)/내장형/리튬이온/[흡입구] 일반/추가브러쉬: 틈새브러쉬/물걸레: 별매/[색상/크기] 색상: 미스티화이트/무게: 2.6kg/크기(가로x세로x깊이): 250x1143x194mm,87500
누비아 NVX-PRO,스틱청소기/무선/흡입+물걸레(교체)/흡입력: 150W/싸이클론흡입/디지털인버터모터/먼지필터/[배터리] 사용시간: 50분(최대)/내장형/리튬이온/[흡입구] 일반/추가브러쉬: 틈새브러쉬/물걸레: 별매/[색상/크기] 색상: 미스티화이트/무게: 2.6kg/크기(가로x세로x깊이): 250x1143x194mm,129000
레이나 RC-5402,"핸디스틱청소기/무선/흡입전용/스테이션: 먼지비움, 충전, 스탠드거치/AI청소/먼지감지센서/워셔블먼지필터/[배터리] 사용시간: 41분(최대)/내장형/리튬이온/[흡입구] 전방향회전/추가브러쉬: 침구브러쉬, 틈새브러쉬, 패브릭브러쉬/[색상/크기] 무게: 1.7kg/크기(가로x세로x깊이): 263x1030x115mm",145000
레이나 RC-4402,"핸디스틱청소기/무선/흡입전용/스테이션: 먼지비움, 충전, 스탠드거치/AI청소/먼지감지센서/워셔블먼지필터/[배터리] 사용시간: 41분(최대)/내장형/리튬이온/[흡입구] 전방향회전/추가브러쉬: 침구브러쉬, 틈새브러쉬, 패브릭브러쉬/[색상/크기] 무게: 1.7kg/크기(가로x세로x깊이): 263x1030x115mm",26910
일렉트로룩스 WELL Q6 WQ61-1EDBF,"핸디스틱청소기/무선/흡입전용/흡입력: 150W/스테이션: 충전, 스탠드거치/싸이클론흡입/먼지감지센서/워셔블헤파필터/[배터리] 사용시간: 1시간(최대)/분리형(1개)/[흡입구] 레이저/추가브러쉬: 침구브러쉬, 펫브러쉬, 솔형브러쉬, 틈새브러쉬, 카펫브러쉬/[색상/크기] 색상: 골드/골드/무게: 2.2kg/크기(가로x세로x깊이): 250x1264x252mm",74990
라쿠진 LCZ858,"핸디스틱청소기/무선/흡입전용/흡입력: 150W/스테이션: 충전, 스탠드거치/싸이클론흡입/먼지감지센서/워셔블헤파필터/[배터리] 사용시간: 1시간(최대)/분리형(1개)/[흡입구] 레이저/추가브러쉬: 침구브러쉬, 펫브러쉬, 솔형브러쉬, 틈새브러쉬, 카펫브러쉬/[색상/크기] 색상: 골드/골드/무게: 2.2kg/크기(가로x세로x깊이): 250x1264x252mm",290000
브루노 BVC-2314M,"핸디스틱청소기/무선/흡입전용/흡입력: 25,000Pa/LED라이트/싸이클론흡입/헤파필터/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔브러쉬, 틈새브러쉬/[색상/크기] 색상: 블랙/무게: 4.75kg/크기(가로x세로x깊이): 262x1100x242mm",200450
신일전자 SVC-S380IM,"핸디스틱청소기/무선/흡입전용/흡입력: 25,000Pa/LED라이트/싸이클론흡입/헤파필터/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔브러쉬, 틈새브러쉬/[색상/크기] 색상: 블랙/무게: 4.75kg/크기(가로x세로x깊이): 262x1100x242mm",138990
샤오미 미홀 K11,"핸디스틱청소기/무선/흡입전용/스테이션: 충전, 스탠드거치/LED라이트/싸이클론흡입/헤파필터/[배터리] 사용시간: 50분(최대)/내장형/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 인디고블루/무게: 2.8kg/크기(가로x세로x깊이): 386x692x140mm",156500
테팔 엑스포스 8.60 라이트 TY9676,"핸디스틱청소기/무선/흡입전용/스테이션: 충전, 스탠드거치/LED라이트/싸이클론흡입/헤파필터/[배터리] 사용시간: 50분(최대)/내장형/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 인디고블루/무게: 2.8kg/크기(가로x세로x깊이): 386x692x140mm",269000
삼성전자 비스포크 제트 VS20A957D33P,"핸디스틱청소기/무선/스테이션: 먼지비움, 충전, 액서서리&배터리거치/먼지봉투: 0.4L/LED라이트/싸이클론흡입/먼지감지센서/물분사/DC모터/워셔블먼지필터/[배터리] 사용시간: 45분(최대)/분리형(1개)/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 각도조절툴/물걸레: 포함/[색상/크기] 색상: 쉘화이트/무게: 12.8kg",269000
도어스코리아 홈리아 더스트제로 타워 H9,"핸디스틱청소기/무선/스테이션: 먼지비움, 충전, 액서서리&배터리거치/먼지봉투: 0.4L/LED라이트/싸이클론흡입/먼지감지센서/물분사/DC모터/워셔블먼지필터/[배터리] 사용시간: 45분(최대)/분리형(1개)/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 각도조절툴/물걸레: 포함/[색상/크기] 색상: 쉘화이트/무게: 12.8kg",269000
일렉트로룩스 WELL Q7 WQ71-2ESSF,"탁상용청소기/무선/흡입전용/[색상/크기] 색상: 스카이, 핑크, 옐로우, 화이트/크기(가로x세로): 86x134mm",387380
테팔 에어포스 라이트 TY6544,"탁상용청소기/무선/흡입전용/[색상/크기] 색상: 스카이, 핑크, 옐로우, 화이트/크기(가로x세로): 86x134mm",174900
스위스밀리터리 VLA-PH2000V,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 400W/스테이션: 싸이클론비움, 충전, UVC LED, 스탠드거치, 액서서리&배터리거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/먼지감지센서/물분사/디지털인버터모터/워셔블먼지필터/[배터리] 사용시간: 1시간40분(최대)/분리형(2개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 각도조절툴/물걸레: 포함/고온/[색상/크기] 색상: 새틴블랙/무게: 2.5kg/크기(가로x세로x깊이): 250x970x243mm",188750
비브르 스톰파워 V31000,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 400W/스테이션: 싸이클론비움, 충전, UVC LED, 스탠드거치, 액서서리&배터리거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/먼지감지센서/물분사/디지털인버터모터/워셔블먼지필터/[배터리] 사용시간: 1시간40분(최대)/분리형(2개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 각도조절툴/물걸레: 포함/고온/[색상/크기] 색상: 새틴블랙/무게: 2.5kg/크기(가로x세로x깊이): 250x970x243mm",166490
일렉트로룩스 WELL Q7 WQ71-2OIBF,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 480W/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/먼지봉투: 3L/LED라이트/BLDC모터/헤파필터/[배터리] 사용시간: 18분(최대)/내장형/리튬이온/[흡입구] 전방향회전/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 별매/[색상/크기] 색상: 화이트/무게: 2.4kg/크기(가로x세로x깊이): 241x1045x212mm",10070
아이룸 플래티넘 S9,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 480W/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/먼지봉투: 3L/LED라이트/BLDC모터/헤파필터/[배터리] 사용시간: 18분(최대)/내장형/리튬이온/[흡입구] 전방향회전/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 별매/[색상/크기] 색상: 화이트/무게: 2.4kg/크기(가로x세로x깊이): 241x1045x212mm",6120
LG전자 오브제컬렉션 코드제로 A9S AX9984WE,"핸디스틱청소기/무선/흡입전용/흡입력: 10,000Pa/워셔블먼지필터/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔브러쉬, 틈새브러쉬/[색상/크기] 색상: 그레이/크기(가로x세로x깊이): 215x950x145mm",36000
삼성전자 비스포크 제트 VS20A957E3W,"핸디스틱청소기/무선/흡입전용/흡입력: 10,000Pa/워셔블먼지필터/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔브러쉬, 틈새브러쉬/[색상/크기] 색상: 그레이/크기(가로x세로x깊이): 215x950x145mm",105139
JONR ED11,"핸디스틱청소기/무선/흡입력: 400W/스테이션: 싸이클론비움, 충전, UVC LED, 스탠드거치, 액서서리&배터리거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/먼지감지센서/물분사/디지털인버터모터/워셔블먼지필터/[배터리] 사용시간: 1시간40분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬, 각도조절툴/물걸레: 포함/고온/[색상/크기] 색상: 새틴블랙/무게: 2.5kg/크기(가로x세로x깊이): 250x970x243mm",6890
마이디어 MP08KRGY-DS,"핸디스틱청소기/무선/흡입력: 400W/스테이션: 싸이클론비움, 충전, UVC LED, 스탠드거치, 액서서리&배터리거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/먼지감지센서/물분사/디지털인버터모터/워셔블먼지필터/[배터리] 사용시간: 1시간40분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬, 각도조절툴/물걸레: 포함/고온/[색상/크기] 색상: 새틴블랙/무게: 2.5kg/크기(가로x세로x깊이): 250x970x243mm",17900
블랙앤데커 HLVA315J22,"핸디스틱청소기/무선/흡입전용/흡입력: 22,000Pa/스테이션: 스탠드거치/먼지필터/[배터리] 사용시간: 15분(최대)/[흡입구] 전방향회전/추가브러쉬: 틈새브러쉬, 연장관/[색상/크기] 색상: 화이트/무게: 0.8kg/크기(가로x세로x깊이): 116x1030x101mm",22450
삼성전자 비스포크 제트 VS20B956D5G,"핸디스틱청소기/무선/흡입전용/흡입력: 22,000Pa/스테이션: 스탠드거치/먼지필터/[배터리] 사용시간: 15분(최대)/[흡입구] 전방향회전/추가브러쉬: 틈새브러쉬, 연장관/[색상/크기] 색상: 화이트/무게: 0.8kg/크기(가로x세로x깊이): 116x1030x101mm",127490
오피스디포 ATIVA 데스크 미니 청소기,"핸디스틱청소기/무선/흡입전용/흡입력: 85W/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/BLDC모터/[배터리] 사용시간: 55분(최대)/분리형(1개)/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 어반그레이/무게: 1.2kg/크기(가로x세로x깊이): 240x1168x260mm",159000
신일전자 SVC-60PPSJ,"핸디스틱청소기/무선/흡입전용/흡입력: 85W/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/BLDC모터/[배터리] 사용시간: 55분(최대)/분리형(1개)/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 어반그레이/무게: 1.2kg/크기(가로x세로x깊이): 240x1168x260mm",41700
테팔 에어포스 라이트 TY6541KM,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 30,000Pa/스테이션: 벽걸이거치/UV살균/BLDC모터/헤파필터/[배터리] 사용시간: 50분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/물걸레: 별매/[색상/크기] 색상: 블랙/무게: 2.5kg/크기(가로x세로x깊이): 241x1144x211mm",947670
삼성전자 제트 VS20T92K3QD,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 30,000Pa/스테이션: 벽걸이거치/UV살균/BLDC모터/헤파필터/[배터리] 사용시간: 50분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/물걸레: 별매/[색상/크기] 색상: 블랙/무게: 2.5kg/크기(가로x세로x깊이): 241x1144x211mm",356820
파빗 2세대 전동청소솔 PRO FB-B270PRO,"핸디청소기/무선/흡입전용/스테이션: 충전, 스탠드거치/[배터리] 내장형/리튬이온/[색상/크기] 무게: 1.19kg",297990
마끼다 DCL280,"핸디청소기/무선/흡입전용/스테이션: 충전, 스탠드거치/[배터리] 내장형/리튬이온/[색상/크기] 무게: 1.19kg",269480
고스 GSC-1993,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 310W/스테이션: 먼지비움, 싸이클론비움, 충전, UVC LED, 스탠드거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/싸이클론흡입/물분사/디지털인버터모터/워셔블헤파필터/[배터리] 사용시간: 1시간40분(대용량배터리기준)(최대)/분리형(2개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬, 각도조절툴/물걸레: 포함/고온/[색상/크기] 색상: 새틴베이지/크기(가로x세로x깊이): 250x1091x300mm/출시가: 1,749,000원",42900
기펠 듀얼 글라이드 360 P11,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 310W/스테이션: 먼지비움, 싸이클론비움, 충전, UVC LED, 스탠드거치/먼지비움시간: 14초/먼지봉투: 1.2L/AI청소/LED라이트/싸이클론흡입/물분사/디지털인버터모터/워셔블헤파필터/[배터리] 사용시간: 1시간40분(대용량배터리기준)(최대)/분리형(2개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬, 각도조절툴/물걸레: 포함/고온/[색상/크기] 색상: 새틴베이지/크기(가로x세로x깊이): 250x1091x300mm/출시가: 1,749,000원",752630
디베아 M500 클래스,"핸디스틱청소기/무선/흡입전용/흡입력: 12,000Pa/스테이션: 충전, 벽걸이거치/LED라이트/싸이클론흡입/워셔블헤파필터/[배터리] 사용시간: 40분(최대)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 연장관/[색상/크기] 색상: 레드/무게: 1.89kg",391170
퓨어포스 NFK-2503,"핸디스틱청소기/무선/흡입전용/흡입력: 12,000Pa/스테이션: 충전, 벽걸이거치/LED라이트/싸이클론흡입/워셔블헤파필터/[배터리] 사용시간: 40분(최대)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 연장관/[색상/크기] 색상: 레드/무게: 1.89kg",615000
LG전자 코드제로 A9 Air AS9000YR,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 175W(35,000Pa)/스테이션: 벽걸이거치/LED라이트/싸이클론흡입/UV살균/BLDC모터/헤파필터+워셔블메탈필터/[배터리] 사용시간: 50분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 별매/[색상/크기] 색상: 화이트/무게: 2.7kg/정전기방지 터치패드/크기(가로x세로x깊이): 255x1220x135mm",384000
레이캅 RAC-100KRWH,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 175W(35,000Pa)/스테이션: 벽걸이거치/LED라이트/싸이클론흡입/UV살균/BLDC모터/헤파필터+워셔블메탈필터/[배터리] 사용시간: 50분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 별매/[색상/크기] 색상: 화이트/무게: 2.7kg/정전기방지 터치패드/크기(가로x세로x깊이): 255x1220x135mm",52900
아이닉 i20,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 240W/스테이션: 충전, 스탠드거치/먼지감지센서/헤파필터/[배터리] 사용시간: 1시간(최대)/분리형(1개)/[흡입구] 일반/레이저/추가브러쉬: 펫브러쉬, 솔형브러쉬, 틈새브러쉬, 카펫브러쉬/물걸레: 포함/[색상/크기] 색상: 골드/골드/무게: 3kg/크기(가로x세로x깊이): 253x1246x268mm",253070
마끼다 DCL181,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 240W/스테이션: 충전, 스탠드거치/먼지감지센서/헤파필터/[배터리] 사용시간: 1시간(최대)/분리형(1개)/[흡입구] 일반/레이저/추가브러쉬: 펫브러쉬, 솔형브러쉬, 틈새브러쉬, 카펫브러쉬/물걸레: 포함/[색상/크기] 색상: 골드/골드/무게: 3kg/크기(가로x세로x깊이): 253x1246x268mm",780000
아이룸 터보소닉 F10,"핸디스틱청소기/무선/흡입전용/스테이션: 스탠드거치/LED라이트/싸이클론흡입/DC모터/워셔블먼지필터/[배터리] 사용시간: 20분(최대)/내장형/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 데님블루/무게: 3.6kg/퀵릴리즈, 풋릴리즈/크기(가로x세로x깊이): 256x1010x249mm",383520
블라우풍트 블루모션 올인원 BLP-VC661WPV,"핸디스틱청소기/무선/흡입전용/스테이션: 스탠드거치/LED라이트/싸이클론흡입/DC모터/워셔블먼지필터/[배터리] 사용시간: 20분(최대)/내장형/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 데님블루/무게: 3.6kg/퀵릴리즈, 풋릴리즈/크기(가로x세로x깊이): 256x1010x249mm",99000
오토모 데일리 AVC-A22 PRO,"핸디스틱청소기/무선/흡입+물걸레(동시)/흡입력: 400W/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/먼지봉투: 3L/먼지감지센서/BLDC모터/헤파필터/[배터리] 사용시간: 35분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/물걸레: 포함/[색상/크기] 색상: 노블화이트/무게: 3.1kg/크기(가로x세로x깊이): 272x1023x283mm",7650
샤크닌자 샤크 B1M,"핸디스틱청소기/무선/흡입+물걸레(동시)/흡입력: 400W/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/먼지봉투: 3L/먼지감지센서/BLDC모터/헤파필터/[배터리] 사용시간: 35분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/물걸레: 포함/[색상/크기] 색상: 노블화이트/무게: 3.1kg/크기(가로x세로x깊이): 272x1023x283mm",16380
보쉬 유니버셜브러쉬,"핸디스틱청소기/무선/흡입전용/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/LED라이트/먼지감지센서/헤파필터/[배터리] 사용시간: 29분(최대)/내장형/리튬이온/[흡입구] 전방향회전/추가브러쉬: 펫브러쉬, 솔형브러쉬, 틈새브러쉬/[색상/크기] 무게: 2.6kg/크기(가로x세로x깊이): 265x1090x395mm",38700
일렉트로룩스 얼티밋홈 700 EFS71425WH,"핸디스틱청소기/무선/흡입전용/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/LED라이트/먼지감지센서/헤파필터/[배터리] 사용시간: 29분(최대)/내장형/리튬이온/[흡입구] 전방향회전/추가브러쉬: 펫브러쉬, 솔형브러쉬, 틈새브러쉬/[색상/크기] 무게: 2.6kg/크기(가로x세로x깊이): 265x1090x395mm",46140
